id,document_id,depth,dist_from_leaf,parent_id,sort_order,identifier,kind,title,time_units,notes,extra_fields
9139,7,5,0,9136,1.0,ap-fluid-dynamics,Tutorial,Fluid Dynamics,,Flowing fluids behave different from static fluids. In these videos and articles you'll learn about volume flow rate and the equation of continuity. You'll also learn how Bernoulli's principle and Bernoulli's equation relate the pressure and speed of a flowing fluid. The effects of turbulence and viscosity will also be discussed.,{}
9140,7,4,1,9135,1.0,ap-thermodynamics,Topic,Thermodynamics,,"Heat can be useful, but it can also be annoying. Understanding heat and the flow of heat allows us to build heat sinks that prevent our computers from overheating, build better engines, and prevent freeway overpasses from cracking.",{}
9141,7,5,0,9140,1.0,ap-temp-kinetic-theory-ideal-gas-law,Tutorial,"Temperature, kinetic theory, and the ideal gas law",,"In these videos and articles you'll learn about the Celsius and Kelvin temperature scales. The definition of a mole of a substance will be given. You'll also learn how the ideal gas law relates the pressure, volume, and temperature of a gas. Lastly, you'll learn how the Maxwell-Boltzmann distribution gives the probability of finding a gas molecule moving at a specific speed.",{}
9142,7,5,0,9140,1.0,ap-specific-heat-and-heat-transfer,Tutorial,Specific heat and heat transfer,,"In these videos and articles you'll learn the definition of specific heat and latent heat and how to use them in problem solving. You'll also learn the 3 modes of heat transfer; conduction, convection, and radiation. Lastly, we will look in more depth at how the rate of thermal conduction through a material depends on the material's thickness, conductivity constant, area, and difference in tempera",{}
9143,7,5,0,9140,1.0,ap-laws-of-thermodynamics,Tutorial,Laws of thermodynamics,,"In these videos and articles you'll learn how the first law of thermodynamics relates the change in internal energy of a gas, heat that enters the gas, and work done on the gas. PV diagrams will be discussed, as well as the four common thermal processes: isobaric, isochoric/isovolumetric, isothermal, and adiabatic. You'll also learn about how the second law of thermodynamics relates the entropy ch",{}
9144,7,4,1,9135,1.0,ap-2-electric-charge-electric-force-and-voltage,Topic,"Electric charge, field, and potential",,Electric forces hold together the atoms and molecules in your eyes which allow you to read this sentence. Take a moment and learn about the force that holds our bodies together.,{}
9145,7,5,0,9144,1.0,charge-and-electric-force-coulombs-law,Tutorial,Charge and electric force (Coulomb's law),,In these videos and articles the definition of electric charge will be given as well as a discussion of the law of conservation of charge. You'll learn how Coulomb's law relates the electric force to charge and separation distance. The difference between an electrically conducting vs. electrically insulating material will also be discussed. ,{}
9146,7,5,0,9144,1.0,electric-field-ap2,Tutorial,Electric field,,In these videos and articles you'll learn what an electric field is and how to calculate the value of the electric field for a point charge and an infinite sheet.,{}
9147,7,5,0,9144,1.0,electric-potential-energy-electric-potential-and-voltage,Tutorial,"Electric potential energy, electric potential, and voltage",,"In these videos and articles you'll learn the difference between electric potential, electric potential energy, and voltage. You'll also learn how to calculate the electric potential at a point in space, electric potential energy between two charges, and voltage between two points in space.",{}
9148,7,4,1,9135,1.0,ap-magnetic-forces-and-magnetic-fields,Topic,"Magnetic forces, magnetic fields, and Faraday's law",,"Magnetic fields are extremely useful. The magnetic field of the Earth shields us from harmful radiation from the Sun, magnetic fields allow us to diagnose medical problems using an MRI, and magnetic fields are a key component in generating electrical power in most power plants. In this topic you'll learn about the forces, fields, and laws that makes these and so many other applications possible. ",{}
9149,7,5,0,9148,1.0,ap-magnets-magnetic,Tutorial,Magnets and Magnetic Force,,"In these videos and articles you'll learn how the magnitude of the magnetic force depends on the charge, velocity, and magnetic field. You'll also learn how to use the right hand rule to determine the direction of the magnetic force. Lastly, it will be explained how to determine the magnetic force on a current carrying wire.",{}
9150,7,5,0,9148,1.0,ap-magnetic-field-current-carrying-wire,Tutorial,Magnetic field created by a current,,In these videos and articles you'll learn how the magnetic field created by a long straight wire depends on the current and distance from the wire. You'll also learn how to use the right hand rule to determine the direction of the magnetic field. The magnetic force between two current carrying wires will be discussed as well as the induced current in a wire moving through a magnetic field.,{}
9151,7,5,0,9148,1.0,ap-electric-motors,Tutorial,Electric motors,,"In these videos and articles you'll learn how electric motors rely on a magnetic force that can cause a torque which rotates a loop of wire. You'll also learn how commutators allow the direction the the current to switch, which causes the motor to continue turning. ",{}
9152,7,5,0,9148,1.0,ap-magnetic-flux-faradays-law,Tutorial,Magnetic flux and Faraday's law,,"In these videos and articles you'll learn how magnetic flux depends on magnetic field strength, area, and angle. You'll also learn how Faraday's law states that a changing magnetic flux can cause an induced current. It will be shown how Lenz's law can allow you to find the direction of the induced current. Example problems will also be solved to show how to apply Faraday's law and Lenz's law.",{}
9153,7,4,1,9135,1.0,ap-light-waves,Topic,Electromagnetic waves and interference,,Light can seem mysterious. What is light made out of? What causes color? How do 3D movies work? Learn about some of the mysterious properties of light in these tutorials.,{}
9154,7,5,0,9153,1.0,ap-introduction-to-light-waves,Tutorial,Introduction to electromagnetic waves,,"In these videos and articles you'll learn about the different categories of the electromagnetic spectrum; radio waves, microwaves, infrared, visible, ultraviolet, x-ray, and gamma ray. You'll also learn what it means for light to be polarized, and how polarized light can allow for the creation of 3D movies.",{}
9155,7,5,0,9153,1.0,ap-interference-of-light-waves,Tutorial,Interference of electromagnetic waves,,"In these videos and articles you'll learn how overlapping light waves can cause constructive and destructive interference. Some examples of light interference that will be discussed include Young's double slit interference, single slit interference, and thin film interference. ",{}
9156,7,4,1,9135,1.0,ap-geometric-optics,Topic,Geometric optics,,"Light waves can be bent and reflected to form new and sometimes altered images. Understanding how light rays can be manipulated allows us to create better contact lenses, fiber optic cables, and high powered telescopes.",{}
9157,7,5,0,9156,1.0,ap-reflection-refraction,Tutorial,Reflection and refraction,,"In these videos and articles you'll learn how to determine the angle of reflected light and the definition of specular and diffuse reflection. You'll also learn how to use Snell's law to determine the angle of a refracted light ray. Example problems dealing with the refraction of light rays will be solved. The topics of total internal reflection, critical angle, and dispersion will also be discuss",{}
9158,7,5,0,9156,1.0,ap-mirrors,Tutorial,Mirrors,,"In these videos and articles you'll learn how flat and curved/parabolic mirrors create images. The definitions of real and virtual images will be discussed. You'll also learn how to use the mirror equation to determine the image distance, magnification, image height, and object height when dealing with curved mirrors. The sign convention for positive and negative image distance, object distance, a",{}
9159,7,5,0,9156,1.0,ap-lenses,Tutorial,Lenses,,Curved lenses help people see better. In this section you'll learn how to use ray tracings and the thin lens equation to find the location and size of images created by a curved lenses.,{}
9160,7,4,1,9135,1.0,ap-quantum-physics,Topic,Quantum Physics,,"Do you want to describe the microscopic world of atoms and nuclei? Well, classical physics isn't going to cut it. You'll need quantum physics to explain things like atomic energy levels, photons, and the wavelength of electrons.",{}
9161,7,5,0,9160,1.0,ap-photons,Tutorial,Photons,,"Light can have wave-like or particle-like properties depending on the experiment being done. These ""particles"" of light are called photons. In this tutorial you'll learn about photon energy and momentum.",{}
9162,7,5,0,9160,1.0,ap-atoms-and-electrons,Tutorial,Atoms and electrons,,"Sometimes people draw atoms like little solar systems, but they're way stranger than that. In this section you'll learn how electrons can have wavelengths, jump orbitals, and emit photons while in an atom. ",{}
9163,7,5,0,9160,1.0,ap-quantum-numbers-and-orbitals,Tutorial,Quantum numbers and orbitals,,"In this tutorial, we will see how the quantum numbers predict the orbitals available in different energy levels.  ",{}
9164,7,5,0,9160,1.0,ap-nucleus-physics,Tutorial,Nuclear physics,,"In this tutorial, we will learn about radioactive decay, nuclear stability, and what is happening on a subatomic level during a nuclear reaction. ",{}
9165,7,3,2,8964,1.0,chemistry,Subject,Chemistry,,"Did you know that everything is made out of chemicals? Chemistry is the study of matter: its composition, properties, and reactivity. This material roughly covers a first-year high school or college course, and a good understanding of algebra is helpful. ",{}
9166,7,4,1,9165,1.0,atomic-structure-and-properties,Topic,"Atoms, compounds, and ions",,"Chemistry is the study of matter, and all matter is made up of atoms. We will learn about elements, atomic number and mass, isotopes, moles (chemistry moles, not the animal), and compounds. ",{}
9167,7,5,0,9166,1.0,introduction-to-the-atom,Tutorial,Introduction to the atom,,"In chemistry, we will often be thinking about the world on a much smaller scale than you can see with the naked eye. Here we will learn about atoms and elements, tiny particles that make up the world around us. What are atoms, and what kind of properties do they have? How do we weigh and count atoms? We will answer those questions in this section!",{}
9168,7,5,0,9166,1.0,introduction-to-compounds,Tutorial,Ions and compounds,,"Atoms can lose or gain electrons to form ions, or combine in specific ratios to form compounds. In this tutorial we will learn about how ions and compounds are formed, visualized, and measured. ",{}
9169,7,5,0,9166,1.0,names-and-formulas-of-ionic-compounds,Tutorial,Names and formulas of ionic compounds,,"Anions and cations can combine to form ionic compounds such as sodium chloride (table salt) and and sodium bicarbonate (baking soda). In this tutorial, we will be learning how to name ions and ionic compounds from the formula, and how to find the formula from the compound name. ",{}
9170,7,4,1,9165,1.0,chemical-reactions-stoichiome,Topic,Chemical reactions and stoichiometry,,"We are now going to delve into the heart of chemistry.  We learn ways of representing molecules and how molecules react.  To do this, we'll even think about ""how many"" of a molecule we have using a quantity called a ""mole"".",{}
9171,7,5,0,9170,1.0,balancing-chemical-equations,Tutorial,Balancing chemical equations,,"We are now going to look at chemical reactions.  But as we do, we need to make sure that atoms aren't magically appearing or disappearing.  Put another way, we need to sure that we have the same number of each constituent atom in the product of the reaction as we do in the reactants (the molecules that react)!",{}
9172,7,5,0,9170,1.0,stoichiometry-ideal,Tutorial,Stoichiometry,,Now we are going to draw the connections between balancing equations and what happens in the lab (where you actually have a certain mass of a compound). ,{}
9173,7,5,0,9170,1.0,limiting-reagent-stoichiometry,Tutorial,Limiting reagent stoichiometry,,"In a reaction, you often have extra of one molecule (or too little of the other) so all the reactant doesn't react.  We'll explore how to identify which reactant is limiting which is helpful in a whole series of scenarios.",{}
9174,7,5,0,9170,1.0,empirical-molecular-formula,Tutorial,Molecular composition,,"We'll now explore two different ways of representing what elements are in a molecule: molecular and empirical formulas.  Molecular formulas actually represent the number of atoms in  a molecule while empirical formulas show us the ratio of the constituents based on experiments.  In order to help us connect these ideas, we'll also explore a quantity called the ""mole"".  Just as a ""dozen"" represents ",{}
9175,7,5,0,9170,1.0,types-of-chemical-reactions,Tutorial,Types of chemical reactions,,"In a chemical reaction, atoms get rearranged, combined and separated to form new substances. We will be learning about the different ways reactions can be classified, and the properties of different reaction types. ",{}
9176,7,4,1,9165,1.0,electronic-structure-of-atoms,Topic,Electronic structure of atoms,,"So we know that all matter is made up of atoms, but what is an atom made out of? Chemists describe the structure of atoms using models. This section will cover the Bohr model, photoelectric effect, absorption and emission spectra, quantum numbers, and electron configurations. ",{}
9177,7,5,0,9176,1.0,history-of-atomic-structure,Tutorial,History of atomic structure,,"How did scientists figure out the structure of the atom, and how did they discover subatomic particles? The answer is X-ray vision (just kidding!). In this section, we will discuss some of the awesome experiments in science history that led to our modern understanding of atomic structure. ",{}
9178,7,5,0,9176,1.0,bohr-model-hydrogen,Tutorial,Bohr's model of the hydrogen atom,,"Atomic theory is not Bohr-ing!  While it doesn't work for atoms with more than one electron, the Bohr model successfully predicts the emission spectrum of hydrogen.",{}
9179,7,5,0,9176,1.0,orbitals-and-electrons,Tutorial,Quantum numbers and orbitals,,"In this tutorial, we will see how the quantum numbers predict the orbitals available in different energy levels.  ",{}
9180,7,5,0,9176,1.0,electron-configurations-jay-sal,Tutorial,Electron configurations,,"In this tutorial, Sal and Jay show how to write electron configurations.",{}
9181,7,4,1,9165,1.0,periodic-table,Topic,Periodic table,,Learn how the periodic table organizes the known elements of our world. Check out our videos and exercises on atomic structure and properties and periodic trends.,{}
9182,7,5,0,9181,1.0,copy-of-periodic-table-of-elements,Tutorial,Introduction to the periodic table,,"How are the elements organized in the periodic table? This tutorial will cover the classification of elements including groups, transition metals, and valence electrons. ",{}
9183,7,5,0,9181,1.0,periodic-table-trends-bonding,Tutorial,Periodic table trends,,"Have you ever wondered why it is called the ""periodic"" table? The elements are organized based on their electronic structure, which results in some interesting trends in atomic properties as you move down a group or across a period. This tutorial will try to explain some of those trends!",{}
9184,7,4,1,9165,1.0,chemical-bonds,Topic,Chemical bonds,,"Chemical bonds are the glue that hold molecules together. We will learn about the different kinds of bonds, ways chemists draw bonds and molecules, and how the type of chemical bonding affects the bulk properties of a material. We will cover electronegativity, Lewis dot structures, VSEPR, bond hybridization, and ionic, covalent, and metallic bonds. ",{}
9185,7,5,0,9184,1.0,types-chemical-bonds,Tutorial,Types of chemical bonds,,"In this tutorial, we will learn about electronegativity and the different types of chemical bonds.",{}
9186,7,5,0,9184,1.0,copy-of-dot-structures,Tutorial,Dot structures and molecular geometry,,"We can’t always see molecules, but we can always simplify and draw depictions of them with pen and paper. It is the language of chemistry that we want you to get acquainted with. You will learn to draw Lewis dot structures and resonance structures, assign formal charges, and analyze the geometry of molecules and ions using VSEPR theory.
",{}
9187,7,5,0,9184,1.0,hybridization-and-hybrid-orbitals-chemistry,Tutorial,Hybridization and hybrid orbitals,,"In this tutorial, we will learn about sp3, sp2, and sp hybridization.",{}
9188,7,4,1,9165,1.0,gases-and-kinetic-molecular-theory,Topic,Gases and kinetic molecular theory,,"Properties of gases can be modeled using some relatively simple equations, which we can relate to the behavior of individual gas molecules. We will learn about the ideal gas law, vapor pressure, partial pressure, and the Maxwell Boltzmann distribution. ",{}
9189,7,5,0,9188,1.0,ideal-gas-laws,Tutorial,Ideal gas equation,,"In this tutorial, Sal shows you how to use the ideal gas equation in calculations.",{}
9190,7,5,0,9188,1.0,non-ideal-gas-behavior,Tutorial,Non-ideal gas behavior,,"The ideal gas law works well for gases at standard temperature and pressure. In this tutorial, we will discuss the assumptions made when using the ideal gas equation, and what happens when gases are not at standard temperature and pressure. ",{}
9191,7,4,1,9165,1.0,states-of-matter-and-intermolecular-forces,Topic,States of matter and intermolecular forces,,"Have you ever wondered how some insects are able to ""skate"" on the surface of water? We will learn about how intermolecular forces make this possible. We will also cover liquids, solids, mixtures, and phase changes.",{}
9192,7,5,0,9191,1.0,states-of-matter,Tutorial,States of matter,,"Matter can be in the liquid, solid, gas, or plasma state. We will be learning about properties of each state of matter, as well analyzing phase changes using heating curves and phase diagrams. ",{}
9193,7,5,0,9191,1.0,introduction-to-intermolecular-forces,Tutorial,Introduction to intermolecular forces,,"Intermolecular forces act between neighboring atoms, molecules, or ions, and they can be used to explain pretty much every macroscopic property of matter! We'll be learning about the different kinds of intermolecular forces and how they affect properties such as surface tension. ",{}
9194,7,5,0,9191,1.0,mixtures-and-solutions,Tutorial,Mixtures and solutions,,"The air you are (hopefully) breathing is a mixture of nitrogen and oxygen gases. We could also think of it as a solution of oxygen gas in nitrogen gas. In this section we will be learning about different types of mixtures, how to calculate concentration, and colligative properties. ",{}
9195,7,4,1,9165,1.0,chemical-equilibrium,Topic,Chemical equilibrium,,"Many chemical reactions are reversible, and the forward and backward reactions can occur at the same time. When the rate of the forward reaction is equal to the rate of the backward reaction, we call that a dynamic equilibrium. We will learn how equilibrium can be described by the equilibrium constant K, and how different factors than can affect the chemical equilibrium. ",{}
9196,7,5,0,9195,1.0,equilibrium-constant,Tutorial,Equilibrium constant,,"In this tutorial, we will examine the equilibrium state and learn how to write the expression for the equilibrium constant.  ",{}
9197,7,5,0,9195,1.0,factors-that-affect-chemical-equilibrium,Tutorial,Factors that affect chemical equilibrium,,"In this tutorial, we will learn about the different factors that affect a reaction mixture at equilibrium.  ",{}
9198,7,4,1,9165,1.0,acids-and-bases-topic,Topic,Acids and bases,,"In this section we will be talking about the basics of acids and bases and how acid-base chemistry is related to chemical equilibrium. We will cover acid and base definitions, pH, acid-base equilibria, acid-base properties of salts, and the pH of salt solutions. ",{}
9199,7,5,0,9198,1.0,acids-and-bases,Tutorial,"Acids, bases, and pH",,"What makes a compound acidic or basic? We will learn about the different definitions for acids and bases, and how we measure how acidic or basic a substance is. We will be putting our chemical equilibrium knowledge to good use when we look at the reactivity of weak acids and bases. ",{}
9200,7,5,0,9198,1.0,copy-of-acid-base-equilibria,Tutorial,Acid-base equilibria,,"In this tutorial, we will learn how the strength of an acid or base is related to the equilibrium reaction that is happening in our solution. We will also see what happens when we mix solutions of acids and bases in neutralization reactions.",{}
9201,7,4,1,9165,1.0,acid-base-equilibrium,Topic,"Buffers, titrations, and solubility equilibria",,"We can combine our knowledge of acids and bases, equilibrium, and neutralization reactions to understand buffers and titrations. Solubility equilibria will build on concepts from solubility, precipitation, and equilibrium. ",{}
9202,7,5,0,9201,1.0,buffer-solutions,Tutorial,Buffer solutions,,"Buffer solutions play an important role in many chemical and biological processes.  In this tutorial we will learn how buffers resist changes in pH, and how to calculate the pH of a buffer solution. ",{}
9203,7,5,0,9201,1.0,titrations,Tutorial,Titrations,,"Chemists use titrations to determine the concentration of an acid, base, or other substance in solution. We will cover the different types (strong acid/strong base, strong acid/weak base, weak acid/strong base, and redox), calculating the pH at different points of the titration, and choosing indicators. ",{}
9204,7,5,0,9201,1.0,copy-of-solubility-equilibria-mcat,Tutorial,Solubility equilibria,,In this tutorial we will learn how to think about the solubility and precipitation of ionic compounds in the context of chemical equilibrium. We will also look at different factors that can affect the solubility such as pH and the formation of complex ions.,{}
9205,7,4,1,9165,1.0,thermodynamics-chemistry,Topic,Thermodynamics,,"Thermodynamics is the study of heat, ""thermo,"" and work, ""dynamics."" We will be learning about energy transfer during chemical and physical changes, and how we can predict what kind of changes will occur. Concepts covered in this tutorial include the laws of thermodynamics, internal energy, heat, work, PV diagrams, enthalpy, Hess's law, entropy, and Gibbs free energy. ",{}
9206,7,5,0,9205,1.0,internal-energy-sal,Tutorial,Internal energy,,"An introduction to the first law of thermodynamics, internal energy, heat, work, and PV diagrams",{}
9207,7,5,0,9205,1.0,enthalpy-chemistry-sal,Tutorial,Enthalpy,,An introduction to enthalpy and Hess's law,{}
9208,7,5,0,9205,1.0,entropy-chemistry-sal,Tutorial,Entropy,,An introduction to the Carnot cycle and entropy,{}
9209,7,5,0,9205,1.0,gibbs-free-energy,Tutorial,Gibbs free energy,,An introduction to Gibbs free energy and how free energy relates to spontaneity and the equilibrium constant,{}
9210,7,4,1,9165,1.0,oxidation-reduction,Topic,Redox reactions and electrochemistry,,"Oxidation and reduction reactions power your phone and make it possible for your body to use the oxygen you inhale. We will learn about oxidation states (numbers), oxidation-reduction (redox) reactions, galvanic/voltaic cells, electrolytic cells, cell potentials, and how electrochemistry is related to thermodynamics and equilibrium. ",{}
9211,7,5,0,9210,1.0,redox-oxidation-reduction,Tutorial,Oxidation-reduction reactions,,"Oxidation and reduction are powerful ideas for thinking about how charge is transferred within a reaction.  As we'll see, it is something of a hypothetical, but it is, nonetheless, very useful.",{}
9212,7,5,0,9210,1.0,batter-galvanic-voltaic-cell,Tutorial,Galvanic cells,,"Batteries power much of our lives (literally).  In this tutorial, we'll use our knowledge of oxidation and reduction to understand how Galvanic/Voltaic cells actually work.",{}
9213,7,5,0,9210,1.0,cell-potential,Tutorial,Standard cell potentials,,An introduction to calculating cell potentials at standard state. ,{}
9214,7,5,0,9210,1.0,electrochemistry-thermodynamics-and-equilibrium,Tutorial,"Electrochemistry, thermodynamics, and equilibrium",,Relating the cell potential to the equilibrium constant K and Gibbs free energy.,{}
9215,7,5,0,9210,1.0,cell-potentials-under-nonstandard-conditions,Tutorial,Cell potentials under nonstandard conditions,,Calculating the cell potential when operating at nonstandard conditions.,{}
9216,7,5,0,9210,1.0,electrolytic-cell,Tutorial,Electrolytic cells and electrolysis,,An introduction to electrolytic cells and electrolysis,{}
9217,7,4,1,9165,1.0,chem-kinetics,Topic,Kinetics,,"Chemists are often interested in how fast a reaction will occur, and what we can do to control the rate. The study of reaction rates is called kinetics, and we will learn about average reaction rate, rate laws, the Arrhenius equation, reaction mechanisms, catalysts, and spectrophotometry.",{}
9218,7,5,0,9217,1.0,reaction-rates,Tutorial,Reaction rates and rate laws,,"In this tutorial, we will examine the rates of chemical reactions and learn how to write rate laws.  ",{}
9219,7,5,0,9217,1.0,copy-of-kinetics,Tutorial,Relationship between reaction concentrations and time,,"In this tutorial, we will convert rate laws into equations that allow us to determine the concentrations of reactants at any time during the course of a reaction.",{}
9220,7,5,0,9217,1.0,arrhenius-equation,Tutorial,Arrhenius equation and reaction mechanisms,,"In this tutorial, we will learn about reaction mechanisms and how temperature and the activation energy affect the rate of a reaction.  ",{}
9221,7,5,0,9217,1.0,spectrophotometry-tutorial,Tutorial,Spectrophotometry,,"In the lab, it is useful to know how much of something you have or the concentration of a solute.  In this tutorial, we'll light to do that!",{}
9222,7,4,1,9165,1.0,nuclear-chemistry,Topic,Nuclear chemistry,,"Ancient alchemists attempted but failed to turn different substances into gold. It turns out that the only way to turn one element into another element is using nuclear chemistry! Nuclear reactions change the composition of an atom's nucleus, and this process is useful for many applications. ",{}
9223,7,5,0,9222,1.0,radioactive-decay,Tutorial,Radioactive decay,,"In this tutorial, we will learn about radioactive decay, nuclear stability, and what is happening on a subatomic level during a nuclear reaction. ",{}
9224,7,4,1,9165,1.0,studying-for-ap-chemistry-exam,Topic,Studying for the AP Chemistry exam?,,Studying for the AP Chemistry exam? Watch these videos to help you prepare!,{}
9225,7,5,0,9224,1.0,2015-ap-chemistry-free-response-questions,Tutorial,2015 AP Chemistry free response questions,,"In these videos, Sal explains how to solve the free response questions from the 2015 AP Chemistry exam. ",{}
9226,7,4,1,9165,1.0,meet-a-chemistry-professional,Topic,Meet the chemistry professional,,"What can you do with chemistry skills? A lot of things, it turns out! Learn about the diversity of careers available to people interested in chemistry. ",{}
9227,7,5,0,9226,1.0,meet-the-chemistry-professional,Tutorial,Meet the chemistry professional,,We've invited professionals from all kinds of careers to share their stories. What do all these people have in common? They all studied chemistry! Find out how chemistry can be used in everything from engineering to making TV shows.,{}
9228,7,3,2,8964,1.0,ap-chemistry,Subject,AP®︎ Chemistry,,"An introductory college-level chemistry course that explores topics such as atoms, compounds, and ions; chemical reactions and stoichiometry; ideal gases; chemical equilibrium; acids and bases; kinetics; thermodynamics; redox reactions and electrochemistry; and a whole lot more!",{}
9229,7,4,1,9228,1.0,atoms-compounds-ions-ap,Topic,"Atoms, compounds, and ions",,,{}
9230,7,5,0,9229,1.0,introduction-to-the-atom-ap,Tutorial,Introduction to the atom,,"In chemistry, we will often be thinking about the world on a much smaller scale than you can see with the naked eye. Here we will learn about atoms and elements, tiny particles that make up the world around us. What are atoms, and what kind of properties do they have? How do we weigh and count atoms? We will answer those questions in this section!",{}
9231,7,5,0,9229,1.0,compounds-and-ions-ap,Tutorial,Compounds and ions,,"There are 118 elements on the periodic table, and often you will see them combine in specific ratios to form compounds. In this tutorial we will learn about the different ways that chemists represent, count, and categorize compounds.",{}
9232,7,4,1,9228,1.0,stoichiometry-and-molecular-composition-ap,Topic,Stoichiometry and molecular composition,,"Learn about how to balance chemical equations, and how to use balanced chemical equations to do stoichiometry and molecular composition calculations. ",{}
9233,7,5,0,9232,1.0,balancing-chemical-equations-ap,Tutorial,Balancing chemical equations,,,{}
9234,7,5,0,9232,1.0,stoichiometry-ideal-ap,Tutorial,Stoichiometry,,Now we are going to draw the connections between balancing equations and what happens in the lab (where you actually have a certain mass of a compound). ,{}
9235,7,5,0,9232,1.0,limiting-reagent-stoichiometry-ap,Tutorial,Limiting reagent stoichiometry,,"In a reaction, you often have extra of one molecule (or too little of the other) so all the reactant doesn't react.  We'll explore how to identify which reactant is limiting which is helpful in a whole series of scenarios.",{}
9236,7,5,0,9232,1.0,molecular-composition-ap,Tutorial,Molecular composition,,"We'll now explore two different ways of representing what elements are in a molecule: molecular and empirical formulas.  Molecular formulas actually represent the number of atoms in  a molecule while empirical formulas show us the ratio of the constituents based on experiments.  In order to help us connect these ideas, we'll also explore a quantity called the ""mole"".  Just as a ""dozen"" represents ",{}
9237,7,4,1,9228,1.0,chemical-reactions-ap,Topic,Chemical reactions,,,{}
9238,7,5,0,9237,1.0,types-of-chemical-reactions-ap,Tutorial,Types of chemical reactions,,"In a chemical reaction, atoms get rearranged, combined and separated to form new substances. We will be learning about the different ways reactions can be classified, and the properties of different reactions. ",{}
9239,7,4,1,9228,1.0,electronic-structure-of-atoms-ap,Topic,Electronic structure of atoms,,,{}
9240,7,5,0,9239,1.0,history-of-atomic-structure-ap,Tutorial,History of atomic structure,,"How did scientists figure out the structure of the atom, and how did they discover subatomic particles? The answer is X-ray vision (just kidding!). In this section, we will discuss some of the awesome experiments in science history that led to our modern understanding of atomic structure. ",{}
9241,7,5,0,9239,1.0,bohr-model-hydrogen-ap,Tutorial,Bohr's model of the hydrogen atom,,"Atomic theory is not Bohr-ing!  While it doesn't work for atoms with more than one electron, the Bohr model successfully predicts the emission spectrum of hydrogen.",{}
9242,7,5,0,9239,1.0,electron-configurations-jay-sal-ap,Tutorial,Electron configurations,,"In this tutorial, Sal and Jay show how to write electron configurations.",{}
9243,7,4,1,9228,1.0,periodic-table-ap,Topic,Periodic table,,,{}
9244,7,5,0,9243,1.0,periodic-table-of-elements-ap,Tutorial,Introduction to the periodic table,,"How are the elements organized in the periodic table? This tutorial will cover the classification of elements including groups, transition metals, and valence electrons. ",{}
9245,7,5,0,9243,1.0,periodic-table-trends-ap,Tutorial,Periodic table trends,,"Have you ever wondered why it is called the ""periodic"" table? The elements are organized based on their electronic structure, which results in some interesting trends in atomic properties as you move down a group or across a period. This tutorial will try to explain some of those trends!",{}
9246,7,4,1,9228,1.0,chemical-bonds-ap,Topic,Chemical bonds,,,{}
9247,7,5,0,9246,1.0,types-chemical-bonds-ap,Tutorial,Types of chemical bonds,,"In this tutorial, we will learn about electronegativity and the different types of chemical bonds.",{}
9248,7,5,0,9246,1.0,dot-structures-molecular-geometry-ap,Tutorial,Dot structures and molecular geometry,,"We can’t always see molecules, but we can always simplify and draw depictions of them with pen and paper. It is the language of chemistry that we want you to get acquainted with. You will learn to draw Lewis dot structures and resonance structures, assign formal charges, and analyze the geometry of molecules and ions using VSEPR theory.
",{}
9249,7,5,0,9246,1.0,hybridization-and-hybrid-orbitals-ap,Tutorial,Hybridization and hybrid orbitals,,"In this tutorial, we will learn about sp3, sp2, and sp hybridization.",{}
9250,7,4,1,9228,1.0,states-of-matter-and-intermolecular-forces-ap,Topic,States of matter and intermolecular forces,,,{}
9251,7,5,0,9250,1.0,states-of-matter-ap,Tutorial,States of matter,,"Matter can be in the liquid, solid, gas, or plasma state. We will be learning about properties of each state of matter, as well analyzing phase changes using heating curves and phase diagrams. ",{}
9252,7,5,0,9250,1.0,introduction-to-intermolecular-forces-ap,Tutorial,Introduction to intermolecular forces,,"Intermolecular forces act between neighboring atoms, molecules, or ions, and they can be used to explain pretty much every macroscopic property of matter! We'll be learning about the different kinds of intermolecular forces and how they affect properties such as surface tension. ",{}
9253,7,5,0,9250,1.0,mixtures-and-solutions-ap,Tutorial,Mixtures and solutions,,"The air you are (hopefully) breathing is a mixture of nitrogen and oxygen gases. We could also think of it as a solution of oxygen gas in nitrogen gas. In this section we will be learning about different types of mixtures, how to calculate concentration, and colligative properties. ",{}
9254,7,4,1,9228,1.0,gases-and-kinetic-molecular-theory-ap,Topic,Gases and kinetic molecular theory,,,{}
9255,7,5,0,9254,1.0,ideal-gas-laws-ap,Tutorial,Ideal gas equation,,"In this tutorial, Sal shows you how to use the ideal gas equation in calculations.",{}
9256,7,4,1,9228,1.0,kinetics-ap,Topic,Kinetics,,,{}
9257,7,5,0,9256,1.0,reaction-rates-and-rate-laws-ap,Tutorial,Reaction rates and rate laws,,"In this tutorial, we will examine the rates of chemical reactions and learn how to write rate laws.  ",{}
9258,7,5,0,9256,1.0,relationship-between-concentrations-and-time-ap,Tutorial,Relationship between reaction concentrations and time,,"In this tutorial, we will convert rate laws into equations that allow us to determine the concentrations of reactants at any time during the course of a reaction.",{}
9259,7,5,0,9256,1.0,arrhenius-equation-mechanisms-ap,Tutorial,Arrhenius equation and reaction mechanisms,,"In this tutorial, we will learn about reaction mechanisms and how temperature and the activation energy affect the rate of a reaction.  ",{}
9260,7,5,0,9256,1.0,spectrophotometry-tutorial-ap,Tutorial,Spectrophotometry,,"In the lab, it is useful to know how much of something you have or the concentration of a solute.  In this tutorial, we'll light to do that!",{}
